"PO Report FY2013",,,,,
"Please note that this report contains individual line items for each purchase order.",,,,,
,,,,,
"PO Number","Agency","Commodity","Vendor Name","Ordered DAte","PO amount"
"PO481420","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"19,007.00"
"PO481421","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"25,296.00"
"PO481422","CHILD AND FAMILY SERVICES","9183200:Consulting Services (Not Otherwise Classified)","Coal. of Adopt. Progs., Inc.",18-Sep-13,"9,375.00"
"PO481423","CHILD AND FAMILY SERVICES","3451033:CPR ACCESSORIES AND SUPPLIES","SafetyMax Corporation",18-Sep-13,"2,217.00"
"PO481424","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"15,581.00"
"PO481425","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"29,558.00"
"PO481426","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","DYNAMIC CONCEPTS INC",18-Sep-13,"22,637.00"
"PO481427","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","Florida Virtual School",18-Sep-13,"5,500.00"
"PO481428","CHILD AND FAMILY SERVICES","2073200:Computer Instructional Aids and Training Devices","Cadd Microsystems, Inc.",18-Sep-13,"4,147.11"
"PO481429","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","ACCURATE CONCEPTIONS, LLC",18-Sep-13,"9,020.00"
"PO481430","PUBLIC SERVICE COMMISSION","8801188:VISUAL PRESENTATION SYSTEMS","EXECUTIVE COMMUNICATIONS",18-Sep-13,915
"PO481431","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","ACCURATE CONCEPTIONS, LLC",18-Sep-13,"18,527.00"
"PO481432","CHILD AND FAMILY SERVICES","9381800:CPR Equipment Maintenance and Repair (Including CPR Manikins)","W W GRAINGER INC",18-Sep-13,"2,049.00"
"PO481433","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","ACCURATE CONCEPTIONS, LLC",18-Sep-13,"15,770.00"
"PO481434","PUBLIC SERVICE COMMISSION","2097200:Purchasing Software","ABC TECHNICAL SOLUTIONS INC",18-Sep-13,"18,067.70"
"PO481435","PUBLIC SERVICE COMMISSION","2072025:BRACES, MONITOR (FOR PCS, CRTS, DESK TOP PRINTERS, ETC.)","OFFICE DEPOT",18-Sep-13,641.7
"PO481436","PUBLIC SERVICE COMMISSION","2045440:MICROCOMPUTERS, HANDHELD","ABC TECHNICAL SOLUTIONS INC",18-Sep-13,"7,246.55"
"PO481437","PUBLIC SERVICE COMMISSION","9150100:Advertising Agency Services","CAPITAL COMMUNITY NEWS INC",18-Sep-13,"1,455.00"
"PO481438","PUBLIC SERVICE COMMISSION","9150100:Advertising Agency Services","The Current Newspapers, Inc.",18-Sep-13,"2,369.25"
"PO481439","PUBLIC SERVICE COMMISSION","2203400:Logging Devices, Electronic (Long-Range Data Collection and Recording for Use at a Remote Location)","MVS, Inc.",18-Sep-13,"2,495.99"
"PO481440","PUBLIC SERVICE COMMISSION","9081520:PERFECT BINDING PAMPHLETS, BOOKLETS, BOOKS, AND OTHER BOUND MATERIAL COMPOSED OF MULTIPLE PAGES; TO INCLUDE COLLATING AND TRIM; FORMING AND APPLYING THE COVER (COVER COUNTS AS ONE SIGNATURE)","GROVER CO. INC.",18-Sep-13,"1,360.00"
"PO481441","PUBLIC SERVICE COMMISSION","9182930:CONSULTING SERVICES RELATED TO THE IMPLEMENTATION OF SOFTWARE","ENVIRONMENTAL SYSTEMS RESEARCH",18-Sep-13,"1,010.00"
"PO481442","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9200400:Applications Software (For Main Frame Systems)","Heartland Payment Systems",18-Sep-13,"81,464.30"
"PO481443","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9625675:MOVING SERVICES, SPECIALIZED EQUIPMENT","Fund for Education and Human Service",18-Sep-13,"67,000.00"
"PO481444","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9625800:Professional Services (Not Otherwise Classified)","U STREET PARKING INC.",18-Sep-13,"11,000.00"
"PO481445","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2073200:Computer Instructional Aids and Training Devices","Dell Computer Corp.",18-Sep-13,"9,162.56"
"PO481446","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7151037:BOOKS, LIBRARY","EBSCO PUBLISHING",18-Sep-13,"76,910.97"
"PO481447-V2","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5806050:PIANO, VERTICAL, W/MATCHING BENCH","JORDAN KITT'S MUSIC, INC.",24-Sep-13,0
"PO481448","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9981800:Books, All Types (Library, School, etc.)","ADVANCED EDUCATIONAL PRODUCTS",18-Sep-13,"4,053.05"
"PO481449","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","Dell Computer Corp.",18-Sep-13,"1,135.31"
"PO481450","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","SCHOOL SPECIALTY",18-Sep-13,714.42
"PO481451","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","SCHOOL SPECIALTY",18-Sep-13,581.06
"PO481452","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","LINDAMOOD-BELL LEARNING PROCES",18-Sep-13,"50,004.00"
"PO481453","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9104846:LOCKSMITH SERVICES. TRIP CHARGE, 15 MILE RADIUS (VENDOR PROVIDES TOOLS AND TRANSPORTATION)","VEF-VN CAPITOL PLAZA I LLC",18-Sep-13,"3,544.29"
"PO481454","DEPARTMENT OF HEALTH CARE FINANCE","9262300:Auditing Services, Environmental","BERT SMITH & COMPANY",18-Sep-13,"929,325.60"
"PO481455","DEPARTMENT OF HEALTH CARE FINANCE","9262300:Auditing Services, Environmental","WILLIAMS ADLEY & COMPANY LLP",18-Sep-13,"784,463.60"
"PO481456","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9625800:Professional Services (Not Otherwise Classified)","SOFTWARE INFORMATION RESOURCE",18-Sep-13,"14,761.71"
"PO481457","DEPARTMENT OF TRANSPORTATION","9132700:Construction, Highway and Road","FORT MYER CONSTRUCTION CORPORA",18-Sep-13,"5,920,476.61"
"PO481458","OFFICE OF THE MAYOR","9625800:Professional Services (Not Otherwise Classified)","AINS, Inc.",18-Sep-13,"191,443.36"
"PO481459","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","General Services, Inc.",18-Sep-13,"62,312.12"
"PO481460","DEPARTMENT OF TRANSPORTATION","SUPPORT SERVICES, MICROCOMPUTER SOFTWARE","NEW LIGHT TECHNOLOGIES, INC.",18-Sep-13,"170,000.00"
"PO481462","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","PROGRESSUS THERAPY",18-Sep-13,"180,000.00"
"PO481463","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9247400:Special Education","JFL ENTERPRISES INC",18-Sep-13,"353,080.00"
"PO481464","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","DC CARE CONSORTIUM",19-Sep-13,"85,000.00"
"PO481465","CHILD AND FAMILY SERVICES","2073200:Computer Instructional Aids and Training Devices","Manesh Electronics Inc",18-Sep-13,"2,838.00"
"PO481465","CHILD AND FAMILY SERVICES","7000700:Bar Code Printing and Sorting Systems","Manesh Electronics Inc",18-Sep-13,381.3
"PO481466","DC PUBLIC LIBRARY","9105435:PAINTING SERVICES","MODERN CONSTRUCTION",19-Sep-13,"2,467.00"
"PO481467","DC PUBLIC LIBRARY","4250321:BOOKCASE, WOOD, TRADITIONAL, W/STAIN LAMINATE TOP","MDM Office Systems DBA Standard Office Supply",19-Sep-13,848
"PO481467","DC PUBLIC LIBRARY","4252190:TABLES, CONFERENCE, WOOD, RECTANGLE","MDM Office Systems DBA Standard Office Supply",19-Sep-13,966.49
"PO481467","DC PUBLIC LIBRARY","4250734:CHAIRS, WOOD, GUEST, SIDE","MDM Office Systems DBA Standard Office Supply",19-Sep-13,752.38
"PO481467","DC PUBLIC LIBRARY","4252160:DESKS, WOOD, INSTITUTIONAL QUALITY","MDM Office Systems DBA Standard Office Supply",19-Sep-13,"5,141.04"
"PO481468","DC PUBLIC LIBRARY","5606152:MOVING DEVICE,  POWERED","GLOBAL INDUSTRIAL",19-Sep-13,"5,929.15"
"PO481469-V2","DEPARTMENT OF GENERAL SERVICES","1000723:BOXES, RECYCLING CONTAINER, PLASTIC","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",23-Sep-13,0
"PO481470","DEPARTMENT OF GENERAL SERVICES","1000723:BOXES, RECYCLING CONTAINER, PLASTIC","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",19-Sep-13,"3,559.00"
"PO481472","DEPARTMENT OF HEALTH","2001076:SHIRTS, GOLF, POLO TYPE, JERSEY KNIT, LONG SLEEVE","4IMPRINT, INC.",19-Sep-13,"2,732.86"
"PO481473","DEPARTMENT OF FORENSICS SCIENCES","4503100:Flashlights and Spotlights, Security Type","FOSTER AND FREEMAN USA",19-Sep-13,"27,386.13"
"PO481474","DEPARTMENT OF HEALTH","6006434:CARTRIDGES, IMAGING","IMAGEX INC",19-Sep-13,"10,542.02"
"PO481475","DEPARTMENT OF GENERAL SERVICES","9105200:Maintenance Services, Building (Not Otherwise Classified)","U.S. FACILITIES, INC.",23-Sep-13,"95,433.70"
"PO481476","DC PUBLIC LIBRARY","6154317:FRAMES, HANGING FILE, FOR DRAWERS IN FILE CABINETS","Capital Services and Supplies",19-Sep-13,"2,292.77"
"PO481479","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","Liberty Engineering, LLP",19-Sep-13,"167,482.02"
"PO481480","DEPARTMENT OF HEALTH","9367300:Security and Access Systems Maintenance and Repair","KASTLE SYSTEMS",19-Sep-13,"3,068.00"
"PO481481","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","PEMBROKE WEST ASSOCIATES INC",19-Sep-13,"9,642.00"
"PO481482","DC PUBLIC LIBRARY","6156916:CLIPS, PAPER, BUTTERFLY","American Office Supplies",19-Sep-13,"2,890.51"
"PO481483","DC PUBLIC LIBRARY","2086775:SOFTWARE, MICROCOMPUTER, SUBSCRIPTIONS","DOCUMENT SYSTEMS INC",19-Sep-13,"10,879.00"
"PO481484","DEPARTMENT OF HEALTH CARE FINANCE","9183200:Consulting Services (Not Otherwise Classified)","Xerox State Healthcare, LLC",19-Sep-13,"98,400.00"
"PO481486","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","General Services, Inc.",19-Sep-13,"43,258.95"
"PO481487","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","WEST PUBLISHING CORP",19-Sep-13,"3,160.20"
"PO481489","DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT","9625800:Professional Services (Not Otherwise Classified)","CAPITOL RIVERFRONT BUSINESS",19-Sep-13,"100,000.00"
"PO481491","OFFICE OF THE ATTORNEY GENERAL","9183800:Education and Training Consulting","LEXI NEXIS MATHEW BENDER",19-Sep-13,"14,717.50"
"PO481492","DEPARTMENT OF CORRECTIONS","4957300:Physiological Testing and Recording Equipment (Single and Multichannel), and Accessories: Electrodes, Monitors, Stimulators, etc.","LAW ENFORCMENT PSYCHOLOGICAL",19-Sep-13,"25,990.00"
"PO481497","DEPT OF SMALL & LOCAL BUSINESS DEVELOPMT","9614400:Industrial Development and Planning Services","BARRACKS ROW MAINSTREET",19-Sep-13,"86,965.81"
"PO481498","DEPART OF YOUTH REHABILITATION SERVICES","9521000:Barber/Beautician Services","Ronald Stewart",19-Sep-13,"2,600.00"
"PO481499","DEPART OF YOUTH REHABILITATION SERVICES","4100380:MATTRESS, WATERPROOF, FIRE RETARDANT, NEOPRENE ENCLOSED FOAM CORE, STAPCHEK COVER","THE HAMILTON GROUP",19-Sep-13,"16,600.00"
"PO481500","DEPARTMENT OF GENERAL SERVICES","9625800:Professional Services (Not Otherwise Classified)","Capital Services and Supplies",19-Sep-13,"15,000.00"
"PO481501","DEPARTMENT OF GENERAL SERVICES","9625800:Professional Services (Not Otherwise Classified)","PREMIER OFFICE & MEDICAL SUPPLY DBA: Premier Suppliers",19-Sep-13,"15,000.00"
"PO481502","HOMELAND SECURITY/EMERGENCY MANAGEMENT","3501022:BANNERS, STREET POLE, SCREEN PRINTED. THE CONTRACTOR SHALL FURNISH ALL MATERIAL, LABOR, AND EQUIPMENT NECESSARY TO PERFORM THIS WORK.","JCG EXHIBITS, INC.",19-Sep-13,"17,588.61"
"PO481503","DEPARTMENT OF PUBLIC WORKS","2013988:GLOVES, CLOTH, UNIFORM, DRESS, FORMAL, CEREMONIAL, WHITE","MORGANS INC",19-Sep-13,"4,994.60"
"PO481504","OFFICE OF THE ATTORNEY GENERAL","9612458:PROFESSIONAL COURT REPORTER SERVICES","SUPERIOR COURT OF DC",19-Sep-13,43.2
"PO481505","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7151037:BOOKS, LIBRARY","FOLLETT LIBRARY RESOURCES INC.",19-Sep-13,"895,180.57"
"PO481506","EQUIPMENT LEASE - CAPITAL","0704863:TRUCKS, PICKUP, CREW CAB, ONE TON","Kline Imports Arlington Inc",19-Sep-13,"149,140.00"
"PO481507","DEPART OF YOUTH REHABILITATION SERVICES","2008678:SHIRTS, UNIFORM, MEN'S, SHORT SLEEVE, 100% COTTON","AMERICAN SUPPLY COMPANY",19-Sep-13,"40,954.50"
"PO481508","OFFICE OF MUNICIPAL PLANNING","9189200:Urban Planning Consulting","DC WHEEL PRODUCTIONS, INC.",19-Sep-13,"30,000.00"
"PO481510","OFFICE OF CHIEF FINANCIAL OFFICER","9634800:Membership Dues","MULTI-STATE TAX COMMISSION",19-Sep-13,"215,556.00"
"PO481511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2071400:Battery Chargers, Computer and Peripheral","POSITIVE PROMOTIONS",19-Sep-13,233.7
"PO481511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","5305000:Duffle and Tote Bags","POSITIVE PROMOTIONS",19-Sep-13,612
"PO481511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","2016597:UMBRELLAS AND PARTS, PERSONAL","POSITIVE PROMOTIONS",19-Sep-13,226.4
"PO481511","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9635700:Postage Related Purchases (Incl. Postage Stamps, Pre-Sort 1st Class Inscriptions, Postage by Phone for Meters, etc.)","POSITIVE PROMOTIONS",19-Sep-13,90.52
"PO481518","CHILD AND FAMILY SERVICES","9150400:Advertising, Outdoor Billboard, etc.","PEMBROKE WEST ASSOCIATES INC",19-Sep-13,"3,640.34"
"PO481520","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9585600:Health Care Management Services (Including Managed Care Services)","TAMAH., LLC",19-Sep-13,"99,999.00"
"PO481522","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","TAI PEDRO & ASSOCIATES P C",19-Sep-13,"11,800.00"
"PO481524","DEPARTMENT OF TRANSPORTATION","9132700:Construction, Highway and Road","FORT MYER CONSTRUCTION CORPORA",19-Sep-13,"50,000.00"
"PO481525","DEPARTMENT OF PARKS AND RECREATION","9625800:Professional Services (Not Otherwise Classified)","ENGAGED STRATEGIES, LLC",19-Sep-13,"4,500.00"
"PO481526","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9151400:Broadcasting Services, Radio","RED ZEBRA",19-Sep-13,"10,000.00"
"PO481527","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",19-Sep-13,"8,342.24"
"PO481528","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7853200:Classroom Equipment and Supplies (Not Otherwise Classified)","RENAISSANCE LEARNING INC",19-Sep-13,"485,180.00"
"PO481529","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","DESHO PRODUCTIONS",19-Sep-13,"22,993.25"
"PO481530","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",19-Sep-13,"1,299.36"
"PO481531","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Alliance Francaise DeWashingto",19-Sep-13,"20,000.00"
"PO481532","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","ATLAS PERFORMING ARTS CENTER",19-Sep-13,"5,190.00"
"PO481533","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","CULTURAL TOURISM DC",19-Sep-13,"21,000.00"
"PO481534","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","DC WHEEL PRODUCTIONS, INC.",19-Sep-13,"14,000.00"
"PO481535","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Hillwood Museum and Gardens",19-Sep-13,"5,250.00"
"PO481536","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","PAN AMERICAN SYMPHONY",19-Sep-13,"17,600.00"
"PO481537","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","TEATRO DE LA LUNA",19-Sep-13,"6,400.00"
"PO481538","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Spooky Action Theatre Company",19-Sep-13,"4,600.00"
"PO481539","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","SOUTHWEST RENAISSANCE DEV CORP",19-Sep-13,"19,500.00"
"PO481540","DEPARTMENT ON DISABILITY SERVICES","9529265:RESIDENTIAL CARE AND TREATMENT (LONG TERM) TO BE PROVIDED IN A COMMUNITY CARE HOME, RESIDENTIAL TREATMENT FACILITY OR NURSING HOME","VOLUNTEERS OF AMERICA CHESAPEA",19-Sep-13,"20,125.00"
"PO481541","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","7855378:TOYS AND ENABLING DEVICES, FOR SPECIAL NEEDS CHILDREN","RENAISSANCE LEARNING INC",19-Sep-13,"1,079.96"
"PO481542","CHILD AND FAMILY SERVICES","2802939:CABLE, COMMUNICATIONS, AUDIO/VIDEO","ADVANCED NETWORK CONSULTING",19-Sep-13,"190,271.25"
"PO481543","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","JEWISH HISTORICAL SOCIETY OF G",19-Sep-13,"2,282.00"
"PO481544","DEPARTMENT OF TRANSPORTATION","9132700:Construction, Highway and Road","M C DEAN INC",19-Sep-13,"441,909.40"
"PO481545","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Do The Write Thing Foundation of DC",19-Sep-13,"18,200.00"
"PO481547","DEPARTMENT OF PUBLIC WORKS","8401000:Antennas and Accessories: Amplifiers, Brackets, Masts, Mounts, Rotators, Standoffs, etc. (Television Only)","MVS, Inc.",19-Sep-13,"7,051.60"
"PO481549","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9183800:Education and Training Consulting","NATL INST OF EMERG MED SVCS",19-Sep-13,"8,000.00"
"PO481550","DISTRICT OF COLUMBIA PUBLIC SCHOOLS","9240500:Advisory Services, Educational","Curriculum Associates, LLC",19-Sep-13,"3,742.38"
"PO481551","OFFICE OF CAMPAIGN FINANCE","0311041:FILTERS, AIR PURIFIER","STAR OFFICE PRODUCTS, INC",19-Sep-13,60
"PO481551","OFFICE OF CAMPAIGN FINANCE","6156275:TABLETS, WRITING, NOTEBOOK FILLER PAPER, MARGIN RULED","STAR OFFICE PRODUCTS, INC",19-Sep-13,44
"PO481551","OFFICE OF CAMPAIGN FINANCE","0552850:FANS, CAB, OSCILLATING","STAR OFFICE PRODUCTS, INC",19-Sep-13,120
"PO481551","OFFICE OF CAMPAIGN FINANCE","6056010:SHARPENERS, PENCIL, BATTERY OPERATED, AUTOMATIC START/STOP","STAR OFFICE PRODUCTS, INC",19-Sep-13,50
"PO481551","OFFICE OF CAMPAIGN FINANCE","2077244:IMAGER, DRY, LASER PRINTER","STAR OFFICE PRODUCTS, INC",19-Sep-13,"1,499.97"
"PO481551","OFFICE OF CAMPAIGN FINANCE","6206052:PENCIL, WOOD CASED, FIRST GRADE, BLACK LEAD","STAR OFFICE PRODUCTS, INC",19-Sep-13,9.9
"PO481551","OFFICE OF CAMPAIGN FINANCE","6157350:INDEX, LOOSE LEAF, RECYCLED","STAR OFFICE PRODUCTS, INC",19-Sep-13,285
"PO481551","OFFICE OF CAMPAIGN FINANCE","6150410:PAPER, ADDING MACHINE, CARBONLESS","STAR OFFICE PRODUCTS, INC",19-Sep-13,60
"PO481552","OFFICE OF CAMPAIGN FINANCE","6155573:TRAYS, LETTER, PLASTIC, STACKING, ROUND CORNERS AND ACCESSORIES","DOCUMENT SYSTEMS INC",19-Sep-13,32
"PO481553","D.C. DEPARTMENT OF HUMAN RESOURCES","6003850:COPIERS, COLOR, NEW","CANON FINANCIAL SERVICES",23-Sep-13,194.15
"PO481555","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9151400:Broadcasting Services, Radio","CBS OUTDOOR",19-Sep-13,"62,784.00"
"PO481556","COMMISSION ON ARTS & HUMANITIES","9620700:Arts Services (Cultural, Design, Visual, etc.)","Dupont Computers",19-Sep-13,"13,417.00"
"PO481558","DEPART OF YOUTH REHABILITATION SERVICES","9613042:EXECUTIVE JOB SEARCH FIRM SERVICES","MIDTOWN PERSONNEL INC",19-Sep-13,"27,000.00"
"PO481559","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","New Bethel Baptist Church",20-Sep-13,"150,000.00"
"PO481560","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","HealthHIV",20-Sep-13,"85,000.00"
"PO481561","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","Good Success Christian Church",20-Sep-13,"130,000.00"
"PO481562","D.C HEALTH BENEFIT EXCHANGE AUTHORITY","9187500:Management Consulting","Brown AME Church",20-Sep-13,"95,000.00"
"PO481563","OFFICE OF UNIFIED COMMUNICATIONS","9364940:INTELLIGENT TRANSPORTATION SYSTEMS HARDWARE MAINTENANCE SERVICE","M C DEAN INC",20-Sep-13,"15,088.00"
"PO481565","DEPARTMENT OF GENERAL SERVICES","9105200:Maintenance Services, Building (Not Otherwise Classified)","ADRIAN L. MERTON, INC.",26-Sep-13,"168,500.00"
"PO481566","OFFICE OF THE CHIEF MEDICAL EXAMINER","8707800:Wind Screens, Privacy Screens, etc.","Vertex Business Interiors",20-Sep-13,"7,758.18"
"PO481567","OFFICE OF CHIEF TECHNOLOGY OFFICER","9183000:Computer Network Consulting","OST, Inc.",20-Sep-13,"13,753.68"
"PO481568","DEPARTMENT OF GENERAL SERVICES","9582600:Construction Management Services","Bennett Paschen Joint Venture",20-Sep-13,"367,095.00"
"PO481569","DEPARTMENT OF HEALTH","9150300:Advertising/Public Relations","OCTANE, LLC",20-Sep-13,"250,000.00"
"PO481570","DEPARTMENT OF HEALTH","9485583:TESTS, CLINICAL LABORATORY, NON-DRUG SCREENING","MFRI",25-Sep-13,"20,000.00"
"PO481573","OFFICE OF CAMPAIGN FINANCE","9204059:PROGRAMMING FOR DATABASE WEB DEVELOPMENT ENVIRONMENT (HTML, XML)","DATA NET SYSTEMS CORP",20-Sep-13,"241,944.60"
"PO481574","DEPARTMENT OF GENERAL SERVICES","9092400:Building Construction, Commercial and Institutional","COAKLEY & WILLIAMS CONST.",20-Sep-13,"930,000.00"
"PO481575","STATE SUPERINTENDENT OF EDUCATION (OSSE)","9625800:Professional Services (Not Otherwise Classified)","Third Sector New England, Inc.",20-Sep-13,"15,000.00"
"PO481577-V2","DEPARTMENT OF EMPLOYMENT SERVICES","9183800:Education and Training Consulting","Performance Journeys, Inc.",23-Sep-13,"30,000.00"
"PO481578","OFFICE OF CHIEF TECHNOLOGY OFFICER","9182810:CONSULTANT SERVICES, COMPUTER SYSTEMS/NETWORKING","Ross Professional Services",20-Sep-13,"33,000.00"
"PO481579","DEPART OF YOUTH REHABILITATION SERVICES","9621600:Bus Transportation Services, School","WASH METRO AREA TRANSIT AUTH",20-Sep-13,"8,000.00"
"PO481581","DEPARTMENT OF GENERAL SERVICES","9589600:Waste Management Services","DIGI DOCS INC DOCUMENT MGERS",20-Sep-13,"9,902.52"
"PO481583","DC PUBLIC LIBRARY","9981800:Books, All Types (Library, School, etc.)","bookletters, llc",20-Sep-13,"5,700.00"
"PO481584","DC PUBLIC LIBRARY","9981800:Books, All Types (Library, School, etc.)","THE ROSEN PUBLISHING GROUP",20-Sep-13,"5,000.00"
"PO481585","DC PUBLIC LIBRARY","9981800:Books, All Types (Library, School, etc.)","FACTS ON FILE",20-Sep-13,"37,000.00"
"PO481586","DC PUBLIC LIBRARY","9981800:Books, All Types (Library, School, etc.)","PROQUEST LLC",20-Sep-13,"10,483.00"
"PO481587","HOMELAND SECURITY/EMERGENCY MANAGEMENT","9157100:Newspaper and Publication Advertising","THE WASHINGTON POST",20-Sep-13,"38,324.32"
"PO481588","DEPARTMENT OF MOTOR VEHICLES","9392136:MAINTENANCE OF COMPUTER PRINTERS","SUPRETECH, INC.",20-Sep-13,"3,033.70"
"PO481589","DEPUTY MAYOR FOR ECONOMIC DEVELOPMENT","2061715:ADAPTER CARDS, FAX, FOR MAINFRAME COMPUTERS","Dupont Computers",20-Sep-13,"4,234.00"
"PO481590","DEPARTMENT OF CORRECTIONS","9204577:SUPPORT AND UPDATE SERVICES, MICROCOMPUTER SOFTWARE","Dell Computer Corp.",20-Sep-13,"2,546.00"
"PO481590","DEPARTMENT OF CORRECTIONS","9201400:Applications Software (For Minicomputer Systems)","Dell Computer Corp.",20-Sep-13,317.3
"PO481593","OFFICE OF THE ATTORNEY GENERAL","2077984:TONER CARTRIDGES, LASER JET PRINTER, REMANUFACTURED","LASER ART INC",20-Sep-13,"24,964.80"
